TIME,OPCODE,ACK/NACK,REASON
2022-10-07 19:08:03.341,0xFF
2022-10-07 19:08:03.634,0xFF,ACK
2022-10-07 19:08:03.910,0x19
2022-10-07 19:08:04.834,0x19
2022-10-07 19:08:05.870,0x19
2022-10-07 19:08:06.838,0x19
2022-10-07 19:08:07.863,0x19
2022-10-07 19:08:08.942,0x19
2022-10-07 19:08:09.855,0x19
2022-10-07 19:08:10.927,0x19
2022-10-07 19:08:11.879,0x19
2022-10-07 19:08:12.868,0x19
2022-10-07 19:08:13.833,0x19
2022-10-07 19:08:14.872,0x19
2022-10-07 19:08:15.881,0x19
2022-10-07 19:08:16.868,0x19
2022-10-07 19:08:17.882,0x19
2022-10-07 19:08:18.903,0x19
2022-10-07 19:08:19.874,0x19
2022-10-07 19:08:20.817,0x19
2022-10-07 19:08:21.842,0x19
2022-10-07 19:08:22.878,0x19
2022-10-07 19:08:23.847,0x19
2022-10-07 19:08:24.891,0x19
2022-10-07 19:08:25.945,0x19
2022-10-07 19:08:26.881,0x19
2022-10-07 19:08:27.837,0x19
2022-10-07 19:08:28.905,0x19
2022-10-07 19:08:29.925,0x19
2022-10-07 19:08:30.929,0x19
2022-10-07 19:08:31.927,0x19
2022-10-07 19:08:32.861,0x19
2022-10-07 19:08:33.863,0x19
2022-10-07 19:08:34.901,0x19
2022-10-07 19:08:35.988,0x19
2022-10-07 19:08:36.928,0x19
2022-10-07 19:08:37.878,0x19
2022-10-07 19:08:38.903,0x19
2022-10-07 19:08:39.941,0x19
2022-10-07 19:08:40.924,0x19
2022-10-07 19:08:41.937,0x19
2022-10-07 19:08:42.975,0x19
2022-10-07 19:08:43.980,0x19
2022-10-07 19:08:44.875,0x19
2022-10-07 19:08:45.967,0x19
2022-10-07 19:08:46.957,0x19
2022-10-07 19:08:47.982,0x19
2022-10-07 19:08:48.924,0x19
