TIME,OPCODE,ACK/NACK,REASON
2022-10-07 19:07:26.575,0xFF
2022-10-07 19:07:26.881,0xFF,ACK
2022-10-07 19:07:27.363,0x19
2022-10-07 19:07:28.387,0x19
2022-10-07 19:07:29.358,0x19
2022-10-07 19:07:30.334,0x19
2022-10-07 19:07:31.307,0x19
2022-10-07 19:07:32.411,0x19
2022-10-07 19:07:33.322,0x19
2022-10-07 19:07:34.328,0x19
2022-10-07 19:07:35.329,0x19
2022-10-07 19:07:36.391,0x19
2022-10-07 19:07:37.311,0x19
2022-10-07 19:07:38.369,0x19
2022-10-07 19:07:39.416,0x19
2022-10-07 19:07:40.438,0x19
2022-10-07 19:07:41.347,0x19
2022-10-07 19:07:42.331,0x19
2022-10-07 19:07:43.420,0x19
2022-10-07 19:07:44.393,0x19
