TIME,OPCODE,ACK/NACK,REASON
2022-09-20 10:26:50.175,0x0E
2022-09-20 10:26:50.643,0x0E,ACK
2022-09-20 10:26:56.387,0xFF
2022-09-20 10:26:56.812,0xFF,ACK
2022-09-20 10:26:57.318,0x19
2022-09-20 10:27:01.689,0x19
2022-09-20 10:27:13.157,0x0E
2022-09-20 10:27:13.725,0x0E,ACK
2022-09-20 10:27:44.704,0xFF
2022-09-20 10:27:45.170,0xFF,ACK
2022-09-20 10:27:48.384,0x01
2022-09-20 10:27:49.143,0x04
2022-09-20 10:27:49.631,0x04,ACK
2022-09-20 10:27:57.322,0x05
2022-09-20 10:27:58.648,0x05,ACK
2022-09-20 10:30:13.755,0x0C
2022-09-20 10:30:14.237,0x0C,ACK
2022-09-20 10:35:18.388,0xFE
2022-09-20 10:35:18.390,0xFE,ACK
