TIME,OPCODE,ACK/NACK,REASON
2022-10-10 20:16:36.093,0xFF
2022-10-10 20:16:36.383,0xFF,ACK
2022-10-10 20:16:36.848,0x19
2022-10-10 20:16:37.775,0x19
2022-10-10 20:16:38.772,0x19
2022-10-10 20:16:39.719,0x19
2022-10-10 20:16:40.760,0x19
2022-10-10 20:16:41.807,0x19
2022-10-10 20:16:42.776,0x19
2022-10-10 20:16:43.732,0x19
2022-10-10 20:16:44.760,0x19
2022-10-10 20:16:45.721,0x19
2022-10-10 20:16:46.797,0x19
2022-10-10 20:16:47.744,0x19
2022-10-10 20:16:48.087,0x01
2022-10-10 20:16:48.740,0x19
2022-10-10 20:16:49.788,0x19
2022-10-10 20:16:50.791,0x19
2022-10-10 20:16:51.826,0x19
2022-10-10 20:16:52.799,0x19
2022-10-10 20:16:53.810,0x19
2022-10-10 20:16:54.757,0x19
2022-10-10 20:16:55.818,0x19
2022-10-10 20:16:56.791,0x19
2022-10-10 20:16:57.793,0x19
2022-10-10 20:16:58.734,0x19
2022-10-10 20:16:59.830,0x19
2022-10-10 20:17:00.789,0x19
2022-10-10 20:17:01.755,0x19
2022-10-10 20:17:02.799,0x19
2022-10-10 20:17:03.718,0x19
2022-10-10 20:17:04.795,0x19
2022-10-10 20:17:05.873,0x19
2022-10-10 20:17:06.749,0x19
2022-10-10 20:17:07.742,0x19
2022-10-10 20:17:08.790,0x19
2022-10-10 20:17:09.809,0x19
2022-10-10 20:17:10.722,0x19
2022-10-10 20:17:11.712,0x19
2022-10-10 20:17:12.849,0x19
2022-10-10 20:17:13.727,0x19
2022-10-10 20:17:14.813,0x19
2022-10-10 20:17:15.854,0x19
2022-10-10 20:17:16.814,0x19
2022-10-10 20:17:17.807,0x19
2022-10-10 20:17:18.781,0x19
2022-10-10 20:17:19.820,0x19
2022-10-10 20:17:20.793,0x19
2022-10-10 20:17:21.802,0x19
2022-10-10 20:17:22.837,0x19
2022-10-10 20:17:23.844,0x19
2022-10-10 20:17:24.735,0x19
2022-10-10 20:17:25.828,0x19
2022-10-10 20:17:26.761,0x19
2022-10-10 20:17:27.820,0x19
2022-10-10 20:17:28.774,0x19
2022-10-10 20:17:29.778,0x19
2022-10-10 20:17:30.769,0x19
2022-10-10 20:17:31.742,0x19
2022-10-10 20:17:32.833,0x19
2022-10-10 20:17:33.781,0x19
2022-10-10 20:17:34.728,0x19
2022-10-10 20:17:35.775,0x19
2022-10-10 20:17:36.732,0x19
2022-10-10 20:17:37.727,0x19
2022-10-10 20:17:38.804,0x19
2022-10-10 20:17:39.782,0x19
2022-10-10 20:17:40.799,0x19
2022-10-10 20:18:00.810,0x19
2022-10-10 20:18:01.822,0x19
2022-10-10 20:18:04.720,0x19
2022-10-10 20:18:05.789,0x19
2022-10-10 20:18:06.866,0x19
2022-10-10 20:18:07.824,0x19
2022-10-10 20:18:08.826,0x19
2022-10-10 20:18:09.848,0x19
2022-10-10 20:18:10.818,0x19
2022-10-10 20:18:11.752,0x19
2022-10-10 20:18:12.766,0x19
2022-10-10 20:18:13.817,0x19
2022-10-10 20:18:14.860,0x19
2022-10-10 20:18:15.788,0x19
2022-10-10 20:18:16.815,0x19
2022-10-10 20:18:17.774,0x19
2022-10-10 20:18:18.802,0x19
2022-10-10 20:18:19.855,0x19
2022-10-10 20:18:20.841,0x19
2022-10-10 20:18:21.777,0x19
2022-10-10 20:18:22.818,0x19
2022-10-10 20:18:23.779,0x19
2022-10-10 20:18:24.806,0x19
2022-10-10 20:18:25.793,0x19
2022-10-10 20:18:26.833,0x19
2022-10-10 20:18:27.783,0x19
2022-10-10 20:18:28.765,0x19
2022-10-10 20:18:29.759,0x19
2022-10-10 20:18:30.786,0x19
2022-10-10 20:18:31.750,0x19
2022-10-10 20:18:32.827,0x19
2022-10-10 20:18:33.803,0x19
2022-10-10 20:18:34.836,0x19
2022-10-10 20:18:35.776,0x19
2022-10-10 20:18:36.813,0x19
2022-10-10 20:18:37.835,0x19
2022-10-10 20:18:38.793,0x19
2022-10-10 20:18:39.791,0x19
2022-10-10 20:18:40.715,0x19
2022-10-10 20:19:00.863,0x19
2022-10-10 20:19:01.799,0x19
