TIME,OPCODE,ACK/NACK,REASON
2022-09-26 10:57:36.016,0xFF
2022-09-26 10:57:36.468,0xFF,ACK
2022-09-26 10:57:36.553,0x01
2022-09-26 10:57:38.235,0x04
2022-09-26 10:57:38.590,0x04,ACK
2022-09-26 10:57:42.816,0x16
2022-09-26 10:57:43.199,0x16,ACK
2022-09-26 10:57:45.253,0x01
2022-09-26 10:57:46.378,0x04
2022-09-26 10:57:46.840,0x04,ACK
2022-09-26 10:57:48.734,0x16
2022-09-26 10:57:49.330,0x16,ACK
2022-09-26 10:59:04.168,0xFF
2022-09-26 10:59:04.535,0xFF,ACK
2022-09-26 10:59:06.046,0x01
2022-09-26 10:59:07.942,0x04
2022-09-26 10:59:08.491,0x04,ACK
2022-09-26 10:59:14.438,0x05
2022-09-26 10:59:21.915,0x07
