TIME,OPCODE,ACK/NACK,REASON
2022-10-10 20:58:41.991,0xFF
2022-10-10 20:58:42.304,0xFF,ACK
2022-10-10 20:59:00.650,0x19
2022-10-10 21:00:00.657,0x19
2022-10-10 21:01:00.639,0x19
2022-10-10 21:02:00.687,0x19
2022-10-10 21:03:00.720,0x19
2022-10-10 21:03:46.582,0xFE
2022-10-10 21:03:46.583,0xFE,ACK
2022-10-10 21:04:00.739,0x19
2022-10-10 21:04:09.732,0x19
2022-10-10 21:04:10.797,0x19
2022-10-10 21:04:11.785,0x19
2022-10-10 21:04:12.745,0x19
2022-10-10 21:04:13.739,0x19
2022-10-10 21:04:14.846,0x19
2022-10-10 21:04:44.683,0x19
2022-10-10 21:04:45.753,0x19
2022-10-10 21:04:46.779,0x19
2022-10-10 21:04:47.710,0x19
2022-10-10 21:04:48.762,0x19
